num,latitude,longitude,year,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
9,37.712489372754256,127.11714517718853,2010,BlastoiseMega Blastoise,Water,,630,79,103,120,135,115,78,1,False
97,36.14534570089365,126.53117137687964,2010,Hypno,Psychic,,483,85,73,70,73,115,67,1,False
21,38.04950395693298,127.19368984945883,2010,Spearow,Normal,Flying,262,40,60,30,31,31,70,1,False
91,37.29590868166027,126.63295209348247,2010,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
42,36.899021008240226,126.75328921588708,2010,Golbat,Poison,Flying,455,75,80,70,65,75,90,1,False
148,37.60477358942162,126.44105371795447,2010,Dragonair,Dragon,,420,61,84,65,70,70,70,1,False
73,37.53732489149391,127.38615625547666,2010,Tentacruel,Water,Poison,515,80,70,65,80,120,100,1,False
93,37.51612972972686,126.11274383161769,2010,Haunter,Ghost,Poison,405,45,50,45,115,55,95,1,False
28,38.25440399742853,126.4310519493323,2010,Sandslash,Ground,,450,75,100,110,45,55,65,1,False
69,37.29683422275387,127.21863691621607,2010,Bellsprout,Grass,Poison,300,50,75,35,70,30,40,1,False
139,36.95607654177091,126.72762352189658,2010,Omastar,Rock,Water,495,70,60,125,115,70,55,1,False
81,37.5072732259099,127.107293034033,2010,Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,False
81,37.12668452174935,127.62164640053132,2010,Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,False
23,37.25550943914251,126.90813872102392,2010,Ekans,Poison,,288,35,60,44,40,54,55,1,False
104,37.12068626695052,125.98577493067783,2010,Cubone,Ground,,320,50,50,95,40,50,35,1,False
116,37.413018260489864,126.6267186236291,2010,Horsea,Water,,295,30,40,70,70,25,60,1,False
99,38.28834237419784,127.43343731106958,2010,Kingler,Water,,475,55,130,115,50,50,75,1,False
58,38.02343829728803,126.51108064289119,2010,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
110,37.38498977322825,126.43019402908983,2010,Weezing,Poison,,490,65,90,120,85,70,60,1,False
84,37.6162022346344,126.7098676137853,2010,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
30,37.93425233510531,126.5602609615847,2010,Nidorina,Poison,,365,70,62,67,55,55,56,1,False
139,38.095932680383136,126.45486094274165,2010,Omastar,Rock,Water,495,70,60,125,115,70,55,1,False
149,38.266160133112606,126.69695911796263,2010,Dragonite,Dragon,Flying,600,91,134,95,100,100,80,1,False
44,37.62092186687281,126.47952502057392,2010,Gloom,Grass,Poison,395,60,65,70,85,75,40,1,False
28,37.446022792590135,125.79222143423702,2010,Sandslash,Ground,,450,75,100,110,45,55,65,1,False
133,37.627407984678015,127.34305770065728,2010,Eevee,Normal,,325,55,55,50,45,65,55,1,False
87,37.65374049967501,126.79874875939655,2010,Dewgong,Water,Ice,475,90,70,80,70,95,70,1,False
38,36.997152816733816,126.38807878720839,2010,Ninetales,Fire,,505,73,76,75,81,100,100,1,False
122,37.75308110741628,127.70614599023776,2010,Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90,1,False
30,37.31013194630764,126.66541915709809,2010,Nidorina,Poison,,365,70,62,67,55,55,56,1,False
25,37.62776877871823,126.9795187400747,2010,Pikachu,Electric,,320,35,55,40,50,50,90,1,False
95,37.7023584466906,127.35698932242191,2010,Onix,Rock,Ground,385,35,45,160,30,45,70,1,False
27,37.49923164696229,127.04397240039492,2010,Sandshrew,Ground,,300,50,75,85,20,30,40,1,False
75,37.65319235606512,127.23146082341897,2010,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
100,37.49728406798796,127.22612937045476,2010,Voltorb,Electric,,330,40,30,50,55,55,100,1,False
79,37.305156642751164,127.13968741960744,2010,Slowpoke,Water,Psychic,315,90,65,65,40,40,15,1,False
98,37.529453583934675,126.94122247081629,2010,Krabby,Water,,325,30,105,90,25,25,50,1,False
29,37.50414591878033,127.29864541728077,2010,Nidoran♀,Poison,,275,55,47,52,40,40,41,1,False
43,37.64971112769299,127.25563454374993,2010,Oddish,Grass,Poison,320,45,50,55,75,65,30,1,False
138,38.100672228623836,127.35108387988332,2010,Omanyte,Rock,Water,355,35,40,100,90,55,35,1,False
145,37.49416356830447,127.36472887864133,2010,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True
59,37.25308047184631,127.24968803724009,2010,Arcanine,Fire,,555,90,110,80,100,80,95,1,False
86,37.2003582455686,126.91820625290926,2010,Seel,Water,,325,65,45,55,45,70,45,1,False
56,37.296279190043116,127.03765362926312,2010,Mankey,Fighting,,305,40,80,35,35,45,70,1,False
31,38.036207629992674,126.47245167499659,2010,Nidoqueen,Poison,Ground,505,90,92,87,75,85,76,1,False
17,37.96117813845618,127.07020222274484,2010,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
32,38.28912296820526,127.8944821417862,2010,Nidoran♂,Poison,,273,46,57,40,40,40,50,1,False
103,36.874328167837184,126.25528898522819,2010,Exeggutor,Grass,Psychic,520,95,95,85,125,65,55,1,False
106,38.3774037585211,126.70841184799264,2010,Hitmonlee,Fighting,,455,50,120,53,35,110,87,1,False
9,38.177248993702435,127.3359531462502,2010,Blastoise,Water,,530,79,83,100,85,105,78,1,False
9,38.177248993702435,127.3359531462502,2010,BlastoiseMega Blastoise,Water,,630,79,103,120,135,115,78,1,False
78,37.552790573173446,127.33440201412031,2010,Rapidash,Fire,,500,65,100,70,80,80,105,1,False
61,38.75489263806833,127.68379058252437,2010,Poliwhirl,Water,,385,65,65,65,50,50,90,1,False
60,37.11822600215301,127.81166824072177,2010,Poliwag,Water,,300,40,50,40,40,40,90,1,False
130,37.51270322988017,127.5128581593002,2010,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False
130,37.51270322988017,127.5128581593002,2010,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,1,False
76,37.55315558120588,127.88503739185632,2010,Golem,Rock,Ground,495,80,120,130,55,65,45,1,False
5,38.26145595228154,126.49236028374015,2010,Charmeleon,Fire,,405,58,64,58,80,65,80,1,False
32,37.95220725953924,127.66938333286915,2010,Nidoran♂,Poison,,273,46,57,40,40,40,50,1,False
14,36.55743700076459,127.0383813028115,2010,Kakuna,Bug,Poison,205,45,25,50,25,25,35,1,False
47,37.24586292016725,126.84935366732371,2010,Parasect,Bug,Grass,405,60,95,80,60,80,30,1,False
17,37.78969720098871,126.75257294663007,2010,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
11,38.33206131472782,125.80505062071921,2010,Metapod,Bug,,205,50,20,55,25,25,30,1,False
38,37.7586409576604,126.58117764787133,2011,Ninetales,Fire,,505,73,76,75,81,100,100,1,False
70,37.5508115376425,127.4443151250198,2011,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
44,37.31499943256335,126.49619003520306,2011,Gloom,Grass,Poison,395,60,65,70,85,75,40,1,False
17,37.57428426980099,126.78917109948662,2011,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
22,36.439313707261704,126.01430966638306,2011,Fearow,Normal,Flying,442,65,90,65,61,61,100,1,False
102,38.00332419604775,126.27415336048311,2011,Exeggcute,Grass,Psychic,325,60,40,80,60,45,40,1,False
113,36.741144301076055,127.10668527683995,2011,Chansey,Normal,,450,250,5,5,35,105,50,1,False
82,38.10858737706818,126.63192122747223,2011,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False
112,38.14033870187902,126.78933496096373,2011,Rhydon,Ground,Rock,485,105,130,120,45,45,40,1,False
57,37.48243023703832,126.4670561335871,2011,Primeape,Fighting,,455,65,105,60,60,70,95,1,False
68,38.510047797819745,126.72080612647217,2011,Machamp,Fighting,,505,90,130,80,65,85,55,1,False
53,38.4128745041539,127.22217840563867,2011,Persian,Normal,,440,65,70,60,65,65,115,1,False
130,36.515862284325394,126.54524691960275,2011,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False
130,36.515862284325394,126.54524691960275,2011,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,1,False
68,37.957564802537405,126.54468807275894,2011,Machamp,Fighting,,505,90,130,80,65,85,55,1,False
34,37.637234768701965,127.12446346759548,2011,Nidoking,Poison,Ground,505,81,102,77,85,75,85,1,False
31,36.825246763188744,126.63057688785177,2011,Nidoqueen,Poison,Ground,505,90,92,87,75,85,76,1,False
114,37.95035132016793,127.58278401756347,2011,Tangela,Grass,,435,65,55,115,100,40,60,1,False
12,38.36063726539315,126.41790832322339,2011,Butterfree,Bug,Flying,395,60,45,50,90,80,70,1,False
93,38.4070467653275,127.7591293680011,2011,Haunter,Ghost,Poison,405,45,50,45,115,55,95,1,False
5,37.97699904926963,126.81006096663658,2011,Charmeleon,Fire,,405,58,64,58,80,65,80,1,False
82,37.21068255746821,126.66701256420646,2011,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False
46,37.04196782319095,126.60025615018186,2011,Paras,Bug,Grass,285,35,70,55,45,55,25,1,False
132,37.22816064592902,126.89786269396122,2011,Ditto,Normal,,288,48,48,48,48,48,48,1,False
143,38.196981519795656,127.75654517617345,2011,Snorlax,Normal,,540,160,110,65,65,110,30,1,False
134,37.790465834114386,127.27093561823784,2011,Vaporeon,Water,,525,130,65,60,110,95,65,1,False
89,38.03256169737605,126.94939375990288,2011,Muk,Poison,,500,105,105,75,65,100,50,1,False
93,37.344978000937594,126.76833290409343,2011,Haunter,Ghost,Poison,405,45,50,45,115,55,95,1,False
93,37.98303690284955,127.19296003802211,2011,Haunter,Ghost,Poison,405,45,50,45,115,55,95,1,False
20,36.78261689207148,126.52668263890779,2011,Raticate,Normal,,413,55,81,60,50,70,97,1,False
84,37.8831812964423,127.34168414062346,2011,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
126,36.57710716899907,127.85586424291631,2011,Magmar,Fire,,495,65,95,57,100,85,93,1,False
60,37.90792669582732,127.36200745364246,2011,Poliwag,Water,,300,40,50,40,40,40,90,1,False
30,37.222593438780734,126.9483798885152,2011,Nidorina,Poison,,365,70,62,67,55,55,56,1,False
60,37.849631807858806,126.44409069208923,2011,Poliwag,Water,,300,40,50,40,40,40,90,1,False
108,37.46697219468645,126.76171558492395,2011,Lickitung,Normal,,385,90,55,75,60,75,30,1,False
86,38.22099574407652,126.73584316105045,2011,Seel,Water,,325,65,45,55,45,70,45,1,False
64,36.80278889974523,127.15191872388347,2011,Kadabra,Psychic,,400,40,35,30,120,70,105,1,False
66,36.97154900491269,128.08308895803634,2011,Machop,Fighting,,305,70,80,50,35,35,35,1,False
12,37.50058005591187,127.60912729438033,2011,Butterfree,Bug,Flying,395,60,45,50,90,80,70,1,False
5,38.174232389581555,127.44977958491815,2011,Charmeleon,Fire,,405,58,64,58,80,65,80,1,False
40,37.66684517022743,126.45020110452647,2011,Wigglytuff,Normal,Fairy,435,140,70,45,85,50,45,1,False
46,37.11903623001628,126.16589680507757,2011,Paras,Bug,Grass,285,35,70,55,45,55,25,1,False
1,37.85020067738758,128.0521473231746,2011,Bulbasaur,Grass,Poison,318,45,49,49,65,65,45,1,False
142,37.54584399676695,127.10512448687366,2011,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,37.54584399676695,127.10512448687366,2011,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
44,36.48937408201102,126.48335198627994,2011,Gloom,Grass,Poison,395,60,65,70,85,75,40,1,False
71,37.97514018177265,127.11739343207982,2011,Victreebel,Grass,Poison,490,80,105,65,100,70,70,1,False
139,36.73051335038714,126.78180985992365,2011,Omastar,Rock,Water,495,70,60,125,115,70,55,1,False
130,37.75470354188217,126.50601151306635,2011,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False
130,37.75470354188217,126.50601151306635,2011,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,1,False
30,36.907892894217945,127.202019204908,2011,Nidorina,Poison,,365,70,62,67,55,55,56,1,False
84,37.35360514616548,126.66033021001041,2011,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
149,37.32656661113865,126.82978373262084,2011,Dragonite,Dragon,Flying,600,91,134,95,100,100,80,1,False
65,36.79124843347986,126.6790024010147,2011,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False
65,36.79124843347986,126.6790024010147,2011,AlakazamMega Alakazam,Psychic,,590,55,50,65,175,95,150,1,False
89,37.51560781886979,126.75557198004933,2011,Muk,Poison,,500,105,105,75,65,100,50,1,False
65,36.99864780199126,125.97732075349867,2011,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False
65,36.99864780199126,125.97732075349867,2011,AlakazamMega Alakazam,Psychic,,590,55,50,65,175,95,150,1,False
137,36.54265819462425,126.20605234615698,2011,Porygon,Normal,,395,65,60,70,85,75,40,1,False
87,37.92265329785452,127.11582125158337,2011,Dewgong,Water,Ice,475,90,70,80,70,95,70,1,False
112,37.536111058823906,126.4802633177987,2011,Rhydon,Ground,Rock,485,105,130,120,45,45,40,1,False
76,37.88120894642395,126.06160370078307,2011,Golem,Rock,Ground,495,80,120,130,55,65,45,1,False
88,37.59001294755141,126.79271458357222,2011,Grimer,Poison,,325,80,80,50,40,50,25,1,False
149,38.01689316614611,127.2312318522699,2011,Dragonite,Dragon,Flying,600,91,134,95,100,100,80,1,False
106,37.86649222397403,126.88810318779993,2011,Hitmonlee,Fighting,,455,50,120,53,35,110,87,1,False
65,37.98991090035021,127.15091352520972,2011,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False
65,37.98991090035021,127.15091352520972,2011,AlakazamMega Alakazam,Psychic,,590,55,50,65,175,95,150,1,False
90,37.6599360638041,127.03038601574178,2011,Shellder,Water,,305,30,65,100,45,25,40,1,False
105,37.11596903944864,126.60572234821582,2011,Marowak,Ground,,425,60,80,110,50,80,45,1,False
113,36.764669618977045,127.20702104841128,2011,Chansey,Normal,,450,250,5,5,35,105,50,1,False
67,38.176432882452374,127.11487472010027,2011,Machoke,Fighting,,405,80,100,70,50,60,45,1,False
27,36.950326254996504,127.32271214508329,2011,Sandshrew,Ground,,300,50,75,85,20,30,40,1,False
25,38.31216344145155,126.61774722460005,2011,Pikachu,Electric,,320,35,55,40,50,50,90,1,False
103,36.85849714109366,126.83854750762399,2011,Exeggutor,Grass,Psychic,520,95,95,85,125,65,55,1,False
85,37.308367166579025,126.08544098751233,2011,Dodrio,Normal,Flying,460,60,110,70,60,60,100,1,False
77,37.772185850477825,126.6372992499646,2011,Ponyta,Fire,,410,50,85,55,65,65,90,1,False
87,37.60380607303083,127.62875953780862,2011,Dewgong,Water,Ice,475,90,70,80,70,95,70,1,False
144,37.50182161336834,127.14967138341326,2011,Articuno,Ice,Flying,580,90,85,100,95,125,85,1,True
141,37.87089880021399,126.44871581863602,2011,Kabutops,Rock,Water,495,60,115,105,65,70,80,1,False
126,37.585910485626115,126.79845544849472,2011,Magmar,Fire,,495,65,95,57,100,85,93,1,False
62,37.83378902436844,127.30407470981211,2011,Poliwrath,Water,Fighting,510,90,95,95,70,90,70,1,False
23,37.27042975541935,126.83179210181147,2011,Ekans,Poison,,288,35,60,44,40,54,55,1,False
147,37.71019300389488,126.67987388446767,2011,Dratini,Dragon,,300,41,64,45,50,50,50,1,False
90,37.211274665075685,125.8548546851442,2011,Shellder,Water,,305,30,65,100,45,25,40,1,False
23,36.91282426522032,127.09339533999615,2011,Ekans,Poison,,288,35,60,44,40,54,55,1,False
61,37.54184199913685,127.05997694635062,2011,Poliwhirl,Water,,385,65,65,65,50,50,90,1,False
49,37.563527349771526,127.0046415344028,2011,Venomoth,Bug,Poison,450,70,65,60,90,75,90,1,False
86,37.86854058887059,127.19015137399397,2011,Seel,Water,,325,65,45,55,45,70,45,1,False
113,38.0232545563613,126.77668267249797,2011,Chansey,Normal,,450,250,5,5,35,105,50,1,False
8,37.58738766224982,126.64820202636523,2011,Wartortle,Water,,405,59,63,80,65,80,58,1,False
22,38.20492917372261,127.58589566175479,2011,Fearow,Normal,Flying,442,65,90,65,61,61,100,1,False
35,37.92691633816803,127.20795191282473,2011,Clefairy,Fairy,,323,70,45,48,60,65,35,1,False
108,36.87210259321549,126.48800506897406,2011,Lickitung,Normal,,385,90,55,75,60,75,30,1,False
6,37.2792724330418,125.9865893713723,2011,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False
6,37.2792724330418,125.9865893713723,2011,CharizardMega Charizard X,Fire,Dragon,634,78,130,111,130,85,100,1,False
6,37.2792724330418,125.9865893713723,2011,CharizardMega Charizard Y,Fire,Flying,634,78,104,78,159,115,100,1,False
68,36.98640389637754,127.12632990715205,2011,Machamp,Fighting,,505,90,130,80,65,85,55,1,False
30,38.35775672145228,127.0552055446292,2011,Nidorina,Poison,,365,70,62,67,55,55,56,1,False
111,37.75998443312774,127.0467591484334,2011,Rhyhorn,Ground,Rock,345,80,85,95,30,30,25,1,False
132,36.854556122480844,126.93582835012757,2011,Ditto,Normal,,288,48,48,48,48,48,48,1,False
12,37.48343412287251,127.27759001250229,2011,Butterfree,Bug,Flying,395,60,45,50,90,80,70,1,False
125,37.08190922705991,126.65012464781486,2011,Electabuzz,Electric,,490,65,83,57,95,85,105,1,False
71,37.559737102559666,126.47629538547253,2011,Victreebel,Grass,Poison,490,80,105,65,100,70,70,1,False
23,36.94863917941929,126.11840993650688,2011,Ekans,Poison,,288,35,60,44,40,54,55,1,False
76,37.887485995703685,127.04132083603828,2011,Golem,Rock,Ground,495,80,120,130,55,65,45,1,False
57,37.441767360704034,126.51810707941935,2011,Primeape,Fighting,,455,65,105,60,60,70,95,1,False
126,36.70530161324372,126.4972140495776,2011,Magmar,Fire,,495,65,95,57,100,85,93,1,False
144,37.52101697137179,127.97740323318888,2011,Articuno,Ice,Flying,580,90,85,100,95,125,85,1,True
24,37.462853481549914,127.24666319869783,2011,Arbok,Poison,,438,60,85,69,65,79,80,1,False
17,37.63085503530198,127.42470359698245,2011,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
83,37.924721769887405,127.30083962772558,2011,Farfetch'd,Normal,Flying,352,52,65,55,58,62,60,1,False
48,37.86936574488532,126.3656671463135,2011,Venonat,Bug,Poison,305,60,55,50,40,55,45,1,False
33,37.142279948171684,126.18536521829616,2011,Nidorino,Poison,,365,61,72,57,55,55,65,1,False
145,38.32982595044595,127.04752338769575,2011,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True
38,36.87907892179049,127.39344543242555,2011,Ninetales,Fire,,505,73,76,75,81,100,100,1,False
29,37.75707696301689,126.7485214388296,2011,Nidoran♀,Poison,,275,55,47,52,40,40,41,1,False
72,36.87777440602892,126.52768024947925,2011,Tentacool,Water,Poison,335,40,40,35,50,100,70,1,False
38,37.16296595211776,126.46749599645334,2011,Ninetales,Fire,,505,73,76,75,81,100,100,1,False
47,38.16128999774617,127.30489094435002,2011,Parasect,Bug,Grass,405,60,95,80,60,80,30,1,False
102,36.693719883820584,127.34773555656994,2011,Exeggcute,Grass,Psychic,325,60,40,80,60,45,40,1,False
27,37.7732930359345,126.46735948931753,2011,Sandshrew,Ground,,300,50,75,85,20,30,40,1,False
118,37.8185177080562,126.9933932519849,2011,Goldeen,Water,,320,45,67,60,35,50,63,1,False
25,36.751787069562745,127.43790324872928,2011,Pikachu,Electric,,320,35,55,40,50,50,90,1,False
34,37.21666983807171,126.65822730321615,2011,Nidoking,Poison,Ground,505,81,102,77,85,75,85,1,False
8,37.79164191585902,126.8907057931583,2011,Wartortle,Water,,405,59,63,80,65,80,58,1,False
42,37.3194582750157,127.08563709806553,2011,Golbat,Poison,Flying,455,75,80,70,65,75,90,1,False
6,37.706182745872916,127.0961835026651,2011,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False
6,37.706182745872916,127.0961835026651,2011,CharizardMega Charizard X,Fire,Dragon,634,78,130,111,130,85,100,1,False
6,37.706182745872916,127.0961835026651,2011,CharizardMega Charizard Y,Fire,Flying,634,78,104,78,159,115,100,1,False
12,37.49290072664957,126.54448298756408,2011,Butterfree,Bug,Flying,395,60,45,50,90,80,70,1,False
130,37.94774154628699,127.67227841653316,2011,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False
130,37.94774154628699,127.67227841653316,2011,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,1,False
